shop_name,address,tel,genre_name,zip_code,offical_page
一軒め酒場東武宇都宮店,栃木県 宇都宮市 江野町5-11,028-636-9029,居酒屋,320-0802,
一茶庵本店,栃木県 足利市 柳原町862-11,0284-40-3188,うどん・そば・丼,326-0806,
いっちょう小山店,栃木県 小山市 横倉新田169,0285-29-0978,居酒屋,323-0819,
いっちょう佐野高萩店,栃木県 佐野市 高萩町529-1,0283-27-1578,居酒屋,327-0821,
いっちょう砂原後店,栃木県 足利市 東砂原後町1059-1,0284-40-1578,居酒屋,326-0064,
いっちょう五十部店,栃木県 足利市 五十部町593-5,0284-20-1478,居酒屋,326-0843,
一八〈ARAKAWA〉,栃木県 宇都宮市 江野町3-3,028-632-6101,和食・寿司,320-0802,
IPPUDO RAMEN EXPRESS 佐野プレミアム・アウトレット店,栃木県 佐野市 越名町2058 佐野ﾌﾟﾚﾐｱﾑ･ｱｳﾄﾚｯﾄ,0283-86-9090,ラーメン・餃子,327-0822,https://stores.ippudo.com/3032
いなかめし和郷,栃木県 大田原市 中野内737,0287-47-7845,ファミリーレストラン・食堂,324-0206,
稲庭うどん　くうかい,栃木県 日光市 鬼怒川温泉大原1403-9,0288-77-2524,うどん・そば・丼,321-2522,
直送牡蠣とお肉とワイン　伊ノ祐,栃木県 宇都宮市 東宿郷2-8-4 総勝ﾋﾞﾙ2F,028-678-6988,居酒屋,321-0953,https://japanese-izakaya-restaurant-18339.business.site/?utm_source=gmb&utm_medium=referral
イベント＆TCGカフェTINY FRONTIER,栃木県 宇都宮市 下岡本町4033,028-305-1440,カフェ・スイーツ,329-1104,
今泉新町食堂,栃木県 宇都宮市 中今泉5-23-1,028-613-6140,ファミリーレストラン・食堂,321-0968,
甍いらか,栃木県  佐野市 赤坂町518,0283-22-3035,和食・寿司,327-0004,
居楽処いっと,栃木県 那須塩原市 大黒町3-25,0287-64-1376,居酒屋,325-0046,
入船寿司,栃木県 日光市 木和田島1504-81,0288-26-1755,和食・寿司,321-2345,https://www.tochinavi.net/spot/home/?id=18663
イル プラート,栃木県 日光市 木和田島1373-290,0288-32-2332,フレンチ・イタリアン,321-2345,https://instagram.com/ilprato_nikko?igshid=ntnnh4pcte4q
イルリストランティーノ,栃木県 宇都宮市 中今泉3-13-13 ﾍﾞﾙｺﾘｰﾅ106,028-632-9077,フレンチ・イタリアン,321-0968,
いろは商店　下平出店,栃木県 宇都宮市 下平出町上河原1439-2,028-612-4453,ラーメン・餃子,321-0903,https://hinotama-company.co.jp/brands/iroha
いろり庵洗心,栃木県 栃木市 大平町富田1944,0282-43-3058,うどん・そば・丼,329-4404,
いろり茶屋,栃木県 芳賀郡益子町 益子3270,0285-72-4230,ファミリーレストラン・食堂,321-4217,
いろり焼きBuu,栃木県 下都賀郡壬生町 緑町3-1-4,0282-86-5529,焼肉・ホルモン・韓国料理,321-0204,
囲炉裏料理　与一,栃木県 那須郡那須町 高久丙1338,0287-76-3486,和食・寿司,325-0302,http://irori-yoichi.com
岩下の新生姜ミュージアム　カフェニュージンジャー,栃木県 栃木市 本町1-25,0282-20-5533,カフェ・スイーツ,328-0034,https://shinshoga-museum.com/
岩清水　関所庵,栃木県 宇都宮市 若草2-3-41,028-612-8422,うどん・そば・丼,320-0072,
インダルスドリーム,栃木県 宇都宮市 東宿郷5-7-8 ﾔﾏｲﾁﾋﾞﾙ1F,028-639-0286,バー・ダイニングバー,321-0953,https://www.indulz.com/
intervallo,栃木県 小山市 雨ケ谷新田73-121,0285-29-0027,洋食,323-0824,
intervallo~souvenir~,栃木県 足利市 大町6-4,080-8084-3009,カフェ・スイーツ,326-0056,
INDIGO85,栃木県 宇都宮市 江野町1-15 2F,028-651-0085,その他,320-0802,http://www.yacco.asia
インド料理ラング・マハール,栃木県 下野市 祇園1-21-11,0285-40-5665,アジア・エスニック・各国料理,329-0434,
インド料理　エベレスト２号店,栃木県 宇都宮市 御幸ケ原町17-17,028-612-7033,アジア・エスニック・各国料理,321-0982,https://tabelog.com/tochigi/A0901/A090101/9013068/
インドレストラン15（イチゴ）駅前店,栃木県 宇都宮市 駅前通り3-1-10 つちや第2ﾋﾞﾙ2F,028-689-8502,アジア・エスニック・各国料理,321-0964,https://r.gnavi.co.jp/pfaejsw40000/
インドレストラン15（イチゴ）リバーサイド店,栃木県宇都宮市今泉3-13-1 霜越ﾊｲﾂ,028-689-8544,アジア・エスニック・各国料理,321-0966,https://r.gnavi.co.jp/hvsdjrpp0000/
インビス　バーデン,栃木県 宇都宮市 江野町6-15 大立ﾋﾞﾙ1F,028-635-5331,洋食,320-0802,
EZ DO MARKET UTSUNOMIYA,栃木県 宇都宮市 栄町1-6 栄町ﾏﾝｼｮﾝ202,090-6162-9018,バー・ダイニングバー,320-0024,
WEST WOOD,栃木県 真岡市 並木町1-9-9,0285-82-2558,洋食,321-4361,
魚宇,栃木県 栃木市 倭町3-17,0282-22-0543,和食・寿司,328-0037,http://www.u-o-u.jp
魚民　今市店,栃木県 日光市 今市1385-1,0288-22-5088,居酒屋,321-1261,
魚民　宇都宮東口駅前店,栃木県 宇都宮市 東宿郷2-4-1 ﾎﾃﾙﾏｲｽﾃｲｽﾞ宇都宮1F,028-633-9488,居酒屋,321-0953,
魚民　鹿沼晃望台店,栃木県 鹿沼市 緑町1-103-1 鹿沼ﾋﾞﾙ,0289-64-3588,居酒屋,322-0025,
魚民　佐野店,栃木県 佐野市 浅沼町526-1,0283-24-4388,居酒屋,327-0831,
魚民　JR栃木駅店,栃木県 栃木市 沼和田町1-1 JR栃木駅構内1F,0282-20-2088,居酒屋,328-0042,
魚民　東武日光駅前店,栃木県 日光市 松原町261-1 日光ﾋﾞﾙ2F,0288-54-3288,居酒屋,321-1406,
魚民　西那須野店,栃木県 那須塩原市 西三島1-138-12 西三島貸店舗1F,0287-37-4988,居酒屋,329-2756,
魚民　真岡西口駅前店,栃木県 真岡市 並木町1-5-1 真岡ﾋﾞﾙ,0285-82-3488,居酒屋,321-4361,
魚民　矢板店,栃木県 矢板市 富田145-1 矢板ﾋﾞﾙ1F,0287-44-0988,居酒屋,329-2145,
(有)魚登久,栃木県 日光市 今市467,0288-21-0131,和食・寿司,321-1261,http://uo-toku.jp/
魚俊,栃木県 栃木市 藤岡町藤岡867-16,0282-62-2480,和食・寿司,323-1104,
魚べい 朝倉町店,栃木県 足利市 朝倉町253-2,0284-70-0180,和食・寿司,326-0823,https://www.genkisushi.co.jp/
魚べい 今市芹沼店,栃木県 日光市 芹沼字鳥屋場1440-1,0288-30-5131,和食・寿司,321-2405,https://www.genkisushi.co.jp/
魚べい 宇都宮インターパーク店,栃木県 宇都宮市 インターパーク3-4-7,028-655-1271,和食・寿司,321-0118,https://www.genkisushi.co.jp/
魚べい 大田原美原店,栃木県 大田原市 美原1-5-44,0287-22-7881,和食・寿司,324-0047,https://www.genkisushi.co.jp/
魚べい 鹿沼府所町店,栃木県 鹿沼市 府所町55-1,0289-63-0411,和食・寿司,322-0033,https://www.genkisushi.co.jp/
魚べい 上戸祭店,栃木県 宇都宮市 上戸祭1-495-2,028-650-6706,和食・寿司,320-0058,https://www.genkisushi.co.jp/
魚べい さくら氏家店,栃木県 さくら市 櫻野492-1,028-681-1660,和食・寿司,329-1312,https://www.genkisushi.co.jp/
魚べい 佐野店,栃木県 佐野市 浅沼町774-1,0283-85-9611,和食・寿司,327-0831,https://www.genkisushi.co.jp/
魚べい 下川俣店,栃木県 宇都宮市 下川俣町206-202,028-613-1666,和食・寿司,321-0972,https://www.genkisushi.co.jp/
魚べい 栃木箱森店,栃木県 栃木市 箱森町12-15,0282-20-8285,和食・寿司,328-0075,https://www.genkisushi.co.jp/
魚べい 西川田店,栃木県 宇都宮市 西川田町962-4,028-658-6161,和食・寿司,321-0151,https://www.genkisushi.co.jp/
魚べい 西城南店,栃木県 小山市 西城南2-3-11,0285-31-5115,和食・寿司,323-0820,https://www.genkisushi.co.jp/
魚べい 西那須野南郷屋店,栃木県 那須塩原市 南郷屋1-106-80,0287-39-7115,和食・寿司,329-2705,https://www.genkisushi.co.jp/
魚べい 平松本町店,栃木県 宇都宮市 平松本町1216-1,028-638-1911,和食・寿司,321-0932,https://www.genkisushi.co.jp/
魚べい 茂呂店,栃木県 鹿沼市 西茂呂3-55-6,0289-60-7017,和食・寿司,322-0029,https://www.genkisushi.co.jp/
魚べい ゆいの杜店,栃木県 宇都宮市 ゆいの杜6-17-31,028-666-0891,和食・寿司,321-3226,https://www.genkisushi.co.jp/
うおよう,栃木県 宇都宮市 一条1-1-6,028-633-0548,和食・寿司,320-0821,
うしわか丸,栃木県宇都宮市東宿郷2-11-2,028-639-3456,すき焼き・しゃぶしゃぶ,321-0953,
氏家バルAORY,栃木県 さくら市 氏家2366-2,028-680-4361,居酒屋,329-1311,
宇都宮餃子　宇味家　宇都宮駅前店,栃木県 宇都宮市 駅前通り3-3-2 いずみﾋﾞﾙ2F,028-637-9251,ラーメン・餃子,321-0964,http://www.umaiya.jp/
宇都宮餃子　宇味家　小山店,栃木県 小山市 城山町3-3-22 VAL1F,0285-24-9998,ラーメン・餃子,323-0025,http://www.umaiya.jp/
宇都宮餃子　宇味家　JR宇都宮駅構内店,栃木県 宇都宮市 川向町1-23,028-600-3572,ラーメン・餃子,321-0965,http://www.umaiya.jp/
宇都宮餃子　宇味家　総本店,栃木県 宇都宮市 山本1-35-10,028-621-1417,ラーメン・餃子,320-0012,http://www.umaiya.jp/
宇都宮餃子館　インター店,栃木県 宇都宮市 徳次郎町21-1,028-666-1317,ラーメン・餃子,321-2116,
宇都宮餃子館　健太店,栃木県 宇都宮市 駅前通り3-3-3,028-688-8884,ラーメン・餃子,321-0964,
宇都宮餃子館　西口駅前中央店,栃木県 宇都宮市 駅前通り3-1-5 つちやﾋﾞﾙ1F,028-637-1000,ラーメン・餃子,321-0964,
宇都宮餃子館　西那須野店,栃木県 那須塩原市 新南163-134,0287-37-8864,ラーメン・餃子,329-2704,
宇都宮餃子館　パセオ店,栃木県 宇都宮市 川向町1-23 宇都宮駅2Fｸﾞﾗﾝﾏﾙｼｪ内,028-600-3570,ラーメン・餃子,321-0965,
宇都宮餃子館　東口店,栃木県 宇都宮市 東宿郷1-9-1,028-689-8377,ラーメン・餃子,321-0953,
宇都宮餃子館　道の駅きつれがわ店,栃木県 さくら市 喜連川4145-10 道の駅きつれがわ,028-688-8222,ラーメン・餃子,329-1412,http://michinoeki-kitsuregawa.jp/
宇都宮餃子さつき本店,栃木県 宇都宮市 徳次郎町190-4,028-688-0106,中華料理,321-2116,http://satsuki-gyoza.com/
宇都宮餃子専門店悟空,栃木県 宇都宮市 馬場通り4-2-4 日野屋ﾋﾞﾙ1F,028-600-3575,ラーメン・餃子,320-0026,http://www.goku-gyoza.com/
宇都宮甲羅本店,栃木県 宇都宮市 宿郷5-1-1,028-636-5755,和食・寿司,321-0945,http://www.kora-honten.jp
宇都宮珈琲,栃木県 宇都宮市 平松本町1138-7,028-651-5012,カフェ・スイーツ,321-0932,http://utsunomiya-coffee.jp
宇都宮スパ屋,栃木県 宇都宮市 下岡本町4547-12,028-673-5081,フレンチ・イタリアン,329-1104,http://spa-ya.net/
宇都宮相馬龍,栃木県 宇都宮市 本町12-31 びぜんやﾋﾞﾙ1F,028-666-5556,居酒屋,320-0033,https://tabelog.com/tochigi/A0901/A090101/9016152/
宇都宮タンメン長岡店,栃木県 宇都宮市 長岡町42-1,028-348-2173,ラーメン・餃子,320-0004,
宇都宮タンメン本店,栃木県 宇都宮市 陽南3-12-29,028-680-6069,ラーメン・餃子,320-0834,
宇都宮天然温泉ベルさくらの湯　お食事処さくら,栃木県 宇都宮市 陽東6-5-31,028-663-4126,ファミリーレストラン・食堂,321-0904,https://bellsakuranoyu.com
宇都宮の馬喰ろう,栃木県 宇都宮市 二荒町1-13 金子ﾋﾞﾙ1F,028-678-3708,居酒屋,320-0804,
宇都宮病院レストランビアンモール,栃木県 宇都宮市 下岡本町2160,028-673-2018,ファミリーレストラン・食堂,329-1104,
宇都宮麻辣湯,栃木県 宇都宮市 東宿郷3-13-6 吉田ﾏﾝｼｮﾝ1F北,028-688-0279,中華料理,321-0953,
宇都宮みんみん江曽島店,栃木県 宇都宮市 江曽島本町23-4,028-659-2055,ラーメン・餃子,321-0101,
宇都宮みんみん鹿沼店,栃木県 鹿沼市 西茂呂3-2-8,0289-64-7764,ラーメン・餃子,322-0029,
宇都宮みんみん来らっせ店,栃木県 宇都宮市 馬場通り2-3-12 MEGAﾄﾞﾝ･ｷﾎｰﾃﾗﾊﾟｰｸ宇都宮店地下1F,028-638-1313,ラーメン・餃子,320-0026,
宇都宮みんみん宿郷店,栃木県 宇都宮市 東宿郷3-13-6,028-636-8775,ラーメン・餃子,321-0953,
宇都宮みんみんステーションバル,栃木県 宇都宮市 川向町1-23 JR東日本ﾎﾃﾙﾒｯﾂ宇都宮3F,028-689-9177,ラーメン・餃子,321-0965,
宇都宮みんみん高根沢店,栃木県 塩谷郡高根沢町 光陽台1-9-4,028-675-0609,ラーメン・餃子,329-1232,
宇都宮みんみんホテルメッツ店,栃木県 宇都宮市 川向町1-23 JR東日本ﾎﾃﾙﾒｯﾂ宇都宮3F,028-600-3151,ラーメン・餃子,321-0965,
宇都宮みんみん本店,栃木県 宇都宮市 馬場通り4-2-3,028-622-5789,ラーメン・餃子,320-0026,
宇都宮みんみん真岡店,栃木県 真岡市 並木町1-11-13,0285-84-7245,ラーメン・餃子,321-4361,
器カフェアンモナイト,栃木県 宇都宮市 宮の内1-28-1,028-653-4200,カフェ・スイーツ,321-0131,https://www.facebook.com/cafe.ammonite/
うどん　花むすび,栃木県 河内郡 上三川町 東汗1306-4,0285-57-0258,うどん・そば・丼,329-0602,
うどんと酒・肴　つんつるてん,栃木県 下野市 緑2ｰ3289-1,0285-37-8081,うどん・そば・丼,329-0433,
うどんれすとらん　へんこつ　アピタ江曽島店,栃木県 宇都宮市 江曽島本町22-7,028-684-2315,うどん・そば・丼,321-0101,http://henkotu.co.jp/
うどんれすとらん　へんこつ　鹿沼茂呂店,栃木県 鹿沼市 栄町2-24-1,028-63-5330,うどん・そば・丼,322-0028,http://henkotu.co.jp/
うどんれすとらん　へんこつ　竹林店,栃木県 宇都宮市 竹林町861-2,028-622-9452,うどん・そば・丼,321-0974,http://henkotu.co.jp/
うなぎ　金子屋,栃木県 佐野市 伊賀町16,0283-22-0672,和食・寿司,327-0021,
鰻うおとよ,栃木県 佐野市 金屋仲町2482-6,0283-22-6392,和食・寿司,327-0026,
うなぎ魚政,栃木県 足利市 通3-2770,0284-21-2388,和食・寿司,326-0814,http://uomasa212388.web.fc2.com/
鰻割烹　中村,栃木県 宇都宮市 中央本町1-12,028-634-3337,和食・寿司,320-0805,
うなぎ金箱,栃木県 足利市 梁田町531,0284-71-7903,和食・寿司,326-0321,
うなぎ蒲焼き　橘家,栃木県 宇都宮市 大通り3-3-6,028-633-5051,和食・寿司,320-0811,
うな源別館,栃木県 真岡市 下籠谷2159,0285-84-0789,和食・寿司,321-4415,
うな源本店,栃木県 真岡市 並木町3-99-1,0285-82-8003,和食・寿司,321-4361,https://www.unagen.co.jp/
ウニべェルソ,栃木県 宇都宮市 上横田町1338-9,028-645-8190,フレンチ・イタリアン,321-0106,
鵜の木,栃木県 宇都宮市 若草4-14-9,028-623-7170,ラーメン・餃子,320-0072,
UNOYAKITCHENウノヤキッチン,栃木県 那須塩原市 扇町1-3 ｻﾝﾏｰﾄﾌﾟﾗｻﾞ103,0287-53-7188,洋食,329-2726,
うまい鮨勘　ベルモール店,栃木県 宇都宮市 陽東6-2-1,028-613-5477,和食・寿司,321-8555,
うまいもん　食彩　本店,栃木県 宇都宮市 宿郷1-5-6 中村ﾋﾞﾙ1F,028-678-5508,居酒屋,321-0945,
うまいもん処　美よし,栃木県 芳賀郡芳賀町 祖母井786,028-677-0344,和食・寿司,321-3304,
旨い焼肉さくら　ベルモール店,栃木県 宇都宮市陽東6-2-1,028-662-7770,焼肉・ホルモン・韓国料理,321-8555,
海蔵小山東口店,栃木県 小山市 城東3-1-22,0285-37-8877,居酒屋,323-0807,https://localplace.jp/t200323826/
海蔵JR駅西口店,栃木県 宇都宮市 大通り4-1-12,028-627-0141,居酒屋,320-0811,https://www.umizou.jp/
海蔵JR駅東口店,栃木県 宇都宮市 東宿郷2-6-3 2F,028-610-1213,居酒屋,321-0953,https://www.umizou.jp/
ウリソロ,栃木県 小山市 犬塚6-15-21,0285-35-6688,その他,323-0811,
樹洞,栃木県 足利市 通2-3-17,0284-21-2434,居酒屋,326-0814,
英国大使館別荘記念公園 南4番Classic,栃木県 日光市 中宮祠2482,0288-55-1114,カフェ・スイーツ,321-1661,
榮太楼,栃木県 那須塩原市 塩原689,0287-32-2155,カフェ・スイーツ,329-2921,
S.K.M.Dining,栃木県 宇都宮市 平松本町1109-1 ｿﾚｲﾕｶﾞｰﾃﾞﾝ1F,028-651-4049,フレンチ・イタリアン,321-0932,http://skmdining.com/
江戸っ子,栃木県 日光市 中鉢石町916,0288-54-0293,うどん・そば・丼,321-1402,
江戸ワンダーランド 日光江戸村 お狩場食事処,栃木県 日光市 柄倉470-2,0288-77-1777,和食・寿司,321-2524,http://edowonderland.net/
江戸ワンダーランド 日光江戸村 竈屋,栃木県 日光市 柄倉470-2,0288-77-1777,和食・寿司,321-2524,http://edowonderland.net/
江戸ワンダーランド 日光江戸村 信濃屋,栃木県 日光市 柄倉470-2,0288-77-1777,カフェ・スイーツ,321-2524,http://edowonderland.net/
江戸ワンダーランド 日光江戸村 日本そば藪,栃木県 日光市 柄倉470-2,0288-77-1777,和食・寿司,321-2524,http://edowonderland.net/
江戸ワンダーランド 日光江戸村 のんべい長屋,栃木県 日光市 柄倉470-2,0288-77-1777,その他,321-2524,http://edowonderland.net/
江戸ワンダーランド 日光江戸村 山くじら,栃木県 日光市 柄倉470-2,0288-77-1777,和食・寿司,321-2524,http://edowonderland.net/
エヌカカオチョコレート,栃木県 那須郡那須町 高久甲5240-2,0287-73-5305,カフェ・スイーツ,325-0304,https://www.kuraya-group.co.jp/
エバス,栃木県 那須塩原市 南郷屋4-13-1,0287-48-6550,バー・ダイニングバー,329-2705,
恵比寿屋九ちゃん,栃木県 那須塩原市 塩原764,0287-32-2177,居酒屋,329-2921,
シェーキーズ　FKDショッピングモール宇都宮インターパーク店,栃木県 宇都宮市 インターパーク6-1-1 FKDｼｮｯﾋﾟﾝｸﾞﾓｰﾙ宇都宮ｲﾝﾀｰﾊﾟｰｸ1F,028-657-6325,ファミリーレストラン・食堂,321-0118,
自然派ワインのお店　EL DABO,栃木県 宇都宮市 江野町2-10 ﾌﾀﾊﾞﾔﾋﾞﾙ2F,028-612-7058,フレンチ・イタリアン,320-0802,https://www.google.co.jp/amp/s/r.gnavi.co.jp/amp/j842j9ps0000/
